"short","same_netdebt","r","health_inflation","cht_increment","labour_prod","oldshare","years","pop_scenario"
"BC",0.00474299386742375,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"AB",0.0397859861711937,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"SK",0.0225701252390647,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"MB",0.00423023381172698,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"ON",0.0161113526926909,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"QC",-0.0225526034787077,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"NB",0.0210071455560051,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"NS",0.00837778123110495,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"PE",0.0155370540631647,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"NL",0.0653875947967866,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0115287180241203,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"FED",-0.0153225228565992,0.03,0.005,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"BC",0.00317556881480986,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"AB",0.0354607466576369,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"SK",0.0180921685978422,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"MB",-0.000466676633947063,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"ON",0.0123666638914098,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"QC",-0.0267580805304465,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"NB",0.0126146973090694,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"NS",0.00395120012368328,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"PE",0.0139107542327749,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"NL",0.0645303027299186,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"PROV",0.00851677399156994,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0267212962714088,0.03,0.005,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"BC",-0.00315742666821657,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"AB",0.0274846184671503,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"SK",0.011141014269117,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"MB",-0.010509923632226,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"ON",0.00375060427315802,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"QC",-0.037626556657655,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"NB",-0.0011244741757778,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"NS",-0.00715332814769496,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"PE",0.00161551314108289,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"NL",0.0547030321502932,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"PROV",0.000499647303093731,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0404146928903136,0.03,0.005,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"BC",0.00069960874104156,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"AB",0.0359172023191252,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"SK",0.018537399196397,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"MB",-0.00120787333650469,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"ON",0.0109557710000531,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"QC",-0.0284199644193887,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"NB",0.0146467341560866,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"NS",0.00205447841800505,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"PE",0.00867437598777196,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"NL",0.0581913577851409,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"PROV",0.00657648057282388,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"FED",-0.0195621063260784,0.03,0.005,0,0.015,0,25,"Projection scenario FA: fast-aging"
"BC",-0.00443926422918581,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"AB",0.0280988744939504,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"SK",0.0107842188694677,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"MB",-0.0103856190403064,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"ON",0.00331446070199442,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"QC",-0.0374741327272848,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"NB",0.00107412932153658,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"NS",-0.00773760648891246,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"PE",0.000581333693951811,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"NL",0.0516645145480415,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"PROV",-0.00038887416665303,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0336991400740178,0.03,0.005,0,0.015,0,50,"Projection scenario FA: fast-aging"
"BC",-0.0139293565081072,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"AB",0.0171526379616433,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"SK",0.00103935370169522,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"MB",-0.0243334741283024,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"ON",-0.0086849950994859,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"QC",-0.0526948823508518,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"NB",-0.0170929259491084,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"NS",-0.0235584847462097,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"PE",-0.0174240245125097,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"NL",0.0370368563483961,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"PROV",-0.0118028362329265,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0493555694474829,0.03,0.005,0,0.015,0,75,"Projection scenario FA: fast-aging"
"BC",0.0205081024108808,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"AB",0.0546022044097355,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"SK",0.0379143523292281,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"MB",0.0248342005054354,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"ON",0.0351413243155814,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"QC",-0.000543756262184396,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"NB",0.0448957164518989,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"NS",0.0326231037723462,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"PE",0.0420338121321075,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"NL",0.0923193067141267,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0301433777622603,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"FED",-0.00199600818722282,0.03,0.0075,0,0.005,0,25,"Projection scenario FA: fast-aging"
"BC",0.0353081522915377,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"AB",0.066204072707494,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"SK",0.0482096917006959,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"MB",0.0404551612727566,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"ON",0.0486832568175177,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"QC",0.0167701695607261,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"NB",0.059046456687952,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"NS",0.0520319684284099,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"PE",0.0696901610841623,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"NL",0.115971976457924,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"PROV",0.0449051965448435,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"FED",-0.00353574999386176,0.03,0.0075,0,0.005,0,50,"Projection scenario FA: fast-aging"
"BC",0.0456766545855582,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"AB",0.0744497857365221,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"SK",0.0559524288672982,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"MB",0.0511129050339869,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"ON",0.0574184903258769,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"QC",0.02798060474449,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"NB",0.0668437334374705,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"NS",0.0641798221775698,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"PE",0.0870959569433981,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"NL",0.128457316271627,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"PROV",0.0547013970464823,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"FED",-0.00858902062309033,0.03,0.0075,0,0.005,0,75,"Projection scenario FA: fast-aging"
"BC",0.0160722284491942,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"AB",0.0503324594251887,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"SK",0.033484566808497,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"MB",0.0188899524185447,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"ON",0.0295476775237166,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"QC",-0.00692171121499944,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"NB",0.037987436090094,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"NS",0.0257351271822353,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"PE",0.0344992544682804,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"NL",0.0845581594109593,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0247432833629979,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"FED",-0.00654488509811565,0.03,0.0075,0,0.0075,0,25,"Projection scenario FA: fast-aging"
"BC",0.0261123839081861,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"AB",0.0571510885958862,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"SK",0.0393546002548116,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"MB",0.0284911123276723,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"ON",0.0379315541360818,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"QC",0.00405403190107557,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"NB",0.0455257740940359,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"NS",0.0382513055357513,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"PE",0.053610712652565,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"NL",0.101185470947404,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"PROV",0.0342300864797374,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0116551256603109,0.03,0.0075,0,0.0075,0,50,"Projection scenario FA: fast-aging"
"BC",0.031257433732219,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"AB",0.0601113173662788,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"SK",0.0423693273206652,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"MB",0.032540040801545,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"ON",0.04112965147046,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"QC",0.00831770597974877,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"NB",0.0466795590252832,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"NS",0.0432869167145532,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"PE",0.0617136321664054,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"NL",0.107006872120814,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"PROV",0.038343241382645,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0200805424112048,0.03,0.0075,0,0.0075,0,75,"Projection scenario FA: fast-aging"
"BC",0.0117330276861633,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"AB",0.0461677293529175,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"SK",0.0291576792856063,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"MB",0.0130754403398407,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"ON",0.024067821496347,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"QC",-0.013169206908073,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"NB",0.031218707295178,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"NS",0.0189875874227358,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"PE",0.0271355804322095,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"NL",0.0769398712676202,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0194584275341036,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"FED",-0.0109839268677232,0.03,0.0075,0,0.01,0,25,"Projection scenario FA: fast-aging"
"BC",0.0173186796760168,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"AB",0.0485548895055697,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"SK",0.030912052455774,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"MB",0.0170648982327359,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"ON",0.0276297070749619,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"QC",-0.00814397551713991,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"NB",0.0325099945331086,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"NS",0.0249936466182225,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"PE",0.0382412876652523,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"NL",0.0868697532043522,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"PROV",0.0240205851790119,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0193769417581467,0.03,0.0075,0,0.01,0,50,"Projection scenario FA: fast-aging"
"BC",0.0177906361001919,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"AB",0.0468933983413615,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"SK",0.0297378857471733,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"MB",0.0152515090659463,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"ON",0.0258812073057438,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"QC",-0.010133930446475,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"NB",0.0275818973773574,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"NS",0.0235173449558475,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"PE",0.0380024183731676,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"NL",0.0864575165051793,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"PROV",0.0230784695113724,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0306713817155993,0.03,0.0075,0,0.01,0,75,"Projection scenario FA: fast-aging"
"BC",0.00749741720597937,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"AB",0.0421123222566838,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"SK",0.0249389442364188,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"MB",0.00739766191031436,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"ON",0.0187083381477687,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"QC",-0.0192785575741085,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"NB",0.0245983333935461,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"NS",0.012389608471614,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"PE",0.0199511246698675,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"NL",0.069471143161248,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"PROV",0.0142952591916958,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"FED",-0.0153225228565992,0.03,0.0075,0,0.0125,0,25,"Projection scenario FA: fast-aging"
"BC",0.00893088680523004,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"AB",0.0404110864660054,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"SK",0.0228816182793554,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"MB",0.00617704379786324,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"ON",0.0177805151993761,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"QC",-0.0198185632147,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"NB",0.0200093801510881,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"NS",0.0122691149123187,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"PE",0.023583877591873,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"NL",0.0730365616738889,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"PROV",0.014278560909223,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"FED",-0.0267212962714088,0.03,0.0075,0,0.0125,0,50,"Projection scenario FA: fast-aging"
"BC",0.00526741030875671,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"AB",0.0347574830508683,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"SK",0.018039004260361,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"MB",-0.000777463080670844,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"ON",0.011662002695899,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"QC",-0.027378785443351,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"NB",0.00956832124119513,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"NS",0.00488743934801977,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"PE",0.0159429792585425,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"NL",0.0668415608408491,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"PROV",0.00889131282676137,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"FED",-0.0404146928903136,0.03,0.0075,0,0.0125,0,75,"Projection scenario FA: fast-aging"
"BC",0.00336418364835258,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"AB",0.0381646434500973,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"SK",0.020826879632808,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"MB",0.00185489023861421,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"ON",0.0134677984696183,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"QC",-0.0252512252794784,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"NB",0.018124943736837,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"NS",0.00593979539831512,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"PE",0.0129436835809678,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"NL",0.0621509087395865,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"PROV",0.00925230863422003,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"FED",-0.0195621063260784,0.03,0.0075,0,0.015,0,25,"Projection scenario FA: fast-aging"
"BC",0.000941958747746856,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
"AB",0.0327072219401668,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
"SK",0.0152539072350466,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
"MB",-0.0041837168594034,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
"ON",0.00837594915233131,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
"QC",-0.0309768786791913,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
"NB",0.00802051756145473,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
"NS",7.37507324723057e-05,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
"PE",0.00962594882408936,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
"NL",0.0596870406256975,0.03,0.0075,0,0.015,0,50,"Projection scenario FA: fast-aging"
